S.NO,Institute Code,Institute Name,Place,District Name,Region,College Type,Minority,Co-Educ,Affiliated To,Branch Code,Fee,Convener Seats
577,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,CIV,10000,66
578,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,CSE,10000,66
579,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,CSE,10000,66
580,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,CIV,10000,66
581,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,MEC,10000,66
582,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,FDT,10000,33
583,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,EEE,10000,66
584,JNTC,JNTUA COLLEGE OF ENGINEERING. KALIKIRI,KALIKIRI,CTR,SVU,UNIV,NA,COED,JNTUA,ECE,10000,66
585,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,KAKINADA,EG,AU,UNIV,NA,COED,JNTUK,ECE,10000,55
586,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,KAKINADA,EG,AU,UNIV,NA,COED,JNTUK,EEE,10000,55
587,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,KAKINADA,EG,AU,UNIV,NA,COED,JNTUK,MEC,10000,55
588,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,KAKINADA,EG,AU,UNIV,NA,COED,JNTUK,CIV,10000,55
589,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,KAKINADA,EG,AU,UNIV,NA,COED,JNTUK,CSE,10000,55
590,JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,KAKINADA,EG,AU,SF,NA,COED,JNTUK,CHE,45000,66
591,JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,KAKINADA,EG,AU,SF,NA,COED,JNTUK,PEE,45000,66
592,JNTKSS,JNTUK COLLEGE OF ENGG. KAKINADA-SELF SUPPORTING,KAKINADA,EG,AU,SS,NA,COED,JNTUK,CSM,75000,55
593,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,NARSARAOPET,GTR,AU,UNIV,NA,COED,JNTUK,CSE,10000,66
594,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,NARSARAOPET,GTR,AU,UNIV,NA,COED,JNTUK,CIV,10000,66
595,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,NARSARAOPET,GTR,AU,UNIV,NA,COED,JNTUK,MEC,10000,66
596,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,NARSARAOPET,GTR,AU,UNIV,NA,COED,JNTUK,EEE,10000,66
597,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,NARSARAOPET,GTR,AU,UNIV,NA,COED,JNTUK,ECE,10000,66
598,JNTP,JNTUA COLLEGE OF ENGG PULIVENDULA,PULIVENDULA,KDP,SVU,UNIV,NA,COED,JNTUA,ECE,10000,66
599,JNTP,JNTUA COLLEGE OF ENGG PULIVENDULA,PULIVENDULA,KDP,SVU,UNIV,NA,COED,JNTUA,EEE,10000,66
600,JNTP,JNTUA COLLEGE OF ENGG PULIVENDULA,PULIVENDULA,KDP,SVU,UNIV,NA,COED,JNTUA,MEC,10000,66
601,JNTP,JNTUA COLLEGE OF ENGG PULIVENDULA,PULIVENDULA,KDP,SVU,UNIV,NA,COED,JNTUA,CIV,10000,66
602,JNTP,JNTUA COLLEGE OF ENGG PULIVENDULA,PULIVENDULA,KDP,SVU,UNIV,NA,COED,JNTUA,CSE,10000,66
603,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,CSE,10000,66
604,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,CIV,10000,33
605,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,MEC,10000,66
606,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,INF,10000,66
607,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,EEE,10000,66
608,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,ECE,10000,66
609,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,VIZIANAGARAM,VZM,AU,UNIV,NA,COED,JNTUV,MET,10000,33
610,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,ECE,40000,144
611,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,EEE,40000,48
612,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
613,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
614,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,CAI,40000,96
615,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,CSE,40000,144
616,JONY,ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY,YEMMIGANOOR,KNL,SVU,PVT,NA,COED,JNTUA,CSD,40000,48
617,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSD,40000,48
618,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSM,40000,48
619,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSE,40000,192
620,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CAI,40000,48
621,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,AIM,40000,48
622,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CIV,40000,24
623,KCIT,KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,ECE,40000,72
624,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40500,144
625,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,EEE,40500,48
626,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,MEC,40500,24
627,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,INF,40500,144
628,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CIV,40500,24
629,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CAD,40500,144
630,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40500,288
631,KHIT,KALLAM HARANADH REDDY INST OF TECH,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSM,40500,144
632,KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSM,40000,144
633,KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSD,40000,144
634,KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CAI,40000,96
635,KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,AID,40000,144
636,KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSC,40000,96
637,KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSC,52400,96
638,KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,AID,52400,144
639,KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CAI,52400,96
640,KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSD,52400,144
641,KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSM,52400,144
642,KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,KAKINADA,EG,AU,PVT,NA,GIRLS,JNTUK,CSM,40000,144
643,KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,KAKINADA,EG,AU,PVT,NA,GIRLS,JNTUK,CAI,40000,144
644,KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,KAKINADA,EG,AU,PVT,NA,GIRLS,JNTUK,AID,40000,144
645,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,AIM,40000,48
646,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,AGR,40000,24
647,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,CIV,40000,24
648,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,48
649,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,CIT,40000,36
650,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,MEC,40000,24
651,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
652,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,MIN,40000,24
653,KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,RAMACHANDRAPURAM,EG,AU,PVT,NA,COED,JNTUK,PHE,40000,17
654,KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,48
655,KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,INF,40000,48
656,KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,288
657,KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSM,40000,48
658,KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSD,40000,48
659,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSD,40900,144
660,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSM,40900,144
661,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40900,384
662,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,INF,40900,96
663,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40900,144
664,KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,EEE,40900,48
665,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KADAPA,KDP,SVU,PVT,NA,GIRLS,JNTUA,ECE,40000,48
666,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KADAPA,KDP,SVU,PVT,NA,GIRLS,JNTUA,CSE,40000,96
667,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KADAPA,KDP,SVU,PVT,NA,GIRLS,JNTUA,AIM,40000,48
668,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KADAPA,KDP,SVU,PVT,NA,GIRLS,JNTUA,AID,40000,48
669,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CAI,40000,48
670,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
671,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CSE,40000,96
672,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CSD,40000,48
673,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
674,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
675,KMMT,KMM INST OF TECHNOLOGY AND SCIENCE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
676,KORM,KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
677,KORM,KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CSE,40000,96
678,KORM,KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
679,KORM,KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,AID,40000,24
680,KORM,KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,AIM,40000,48
681,KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,MACHILIPATNAM,KRI,AU,SF,NA,COED,KSUM,CSE,40500,132
682,KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,MACHILIPATNAM,KRI,AU,SF,NA,COED,KSUM,ECE,40500,66
683,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,ECE,69600,144
684,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,EEE,69600,48
685,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,MEC,69600,96
686,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CSE,69600,192
687,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CSD,69600,48
688,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CSM,69600,48
689,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,AIM,69600,48
690,KSRM,K S R M COLLEGE OF ENGINEERING,KADAPA,KDP,SVU,PVT,NA,COED,JNTUA,CIV,69600,96
691,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,CIV,40000,48
692,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,AGR,40000,48
693,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,CSD,40000,48
694,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,96
695,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,MEC,40000,48
696,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,EEE,40000,24
697,KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,DIVILI,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
698,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,ECE,40000,96
699,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
700,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
701,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,CSE,40000,144
702,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,CSD,40000,48
703,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,CSM,40000,72
704,KUPM,KUPPAM ENGINEERING COLLEGE,KUPPAM,CTR,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
705,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CIV,45700,24
706,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,AI,45700,96
707,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSM,45700,48
708,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSD,45700,48
709,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSE,45700,192
710,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,MEC,45700,24
711,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,EEE,45700,48
712,KVSR,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,ECE,45700,144
713,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,ECE,78600,144
714,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,EEE,78600,96
715,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,MEC,78600,48
716,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,INF,78600,96
717,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,CSE,78600,336
718,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,CSM,78600,96
719,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,ASE,78600,48
720,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,AID,78600,96
721,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,MYLAVARAM,KRI,AU,PVT,NA,COED,JNTUK,CIV,78600,48
722,LENO,LENORA COLLEGE OF ENGINEERING,RAMPACHODAVARAM,EG,AU,PVT,NA,COED,JNTUK,CIV,40000,48
723,LENO,LENORA COLLEGE OF ENGINEERING,RAMPACHODAVARAM,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,48
724,LENO,LENORA COLLEGE OF ENGINEERING,RAMPACHODAVARAM,EG,AU,PVT,NA,COED,JNTUK,MEC,40000,48
725,LENO,LENORA COLLEGE OF ENGINEERING,RAMPACHODAVARAM,EG,AU,PVT,NA,COED,JNTUK,EEE,40000,48
726,LENO,LENORA COLLEGE OF ENGINEERING,RAMPACHODAVARAM,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
727,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,ECE,62300,192
728,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,EEE,62300,96
729,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,MEC,62300,96
730,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,CIT,62300,48
731,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,CSS,62300,48
732,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,CSE,62300,288
733,LIET,LENDI INST OF ENGG AND TECHNOLOGY,VIZIANAGARAM,VZM,AU,PVT,NA,COED,JNTUV,CSM,62300,48
734,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSE,53300,96
735,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CIV,53300,48
736,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,AID,53300,48
737,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,AIM,53300,48
738,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,ECE,53300,96
739,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,48
740,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,EEE,40000,24
741,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,MEC,40000,24
742,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,CIV,40000,24
743,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,96
744,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,CSM,40000,48
745,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,SATTENAPALLY,GTR,AU,PVT,NA,COED,JNTUK,CSD,40000,48
746,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,NARSARAOPET,GTR,AU,PVT,NA,GIRLS,JNTUK,CSD,40000,48
747,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,NARSARAOPET,GTR,AU,PVT,NA,GIRLS,JNTUK,CSE,40000,144
748,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,NARSARAOPET,GTR,AU,PVT,NA,GIRLS,JNTUK,CAI,40000,48
749,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,NARSARAOPET,GTR,AU,PVT,NA,GIRLS,JNTUK,INF,40000,24
750,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,NARSARAOPET,GTR,AU,PVT,NA,GIRLS,JNTUK,ECE,40000,24
751,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,ECE,103000,168
752,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,EEE,103000,84
753,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,INF,103000,63
754,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,EIE,103000,42
755,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,CSC,103000,63
756,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,MEC,103000,42
757,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,CIV,103000,42
758,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,CSE,103000,525
759,MBUTPU,MOHAN BABU UNIVERSITY,RANGAMPETA,CTR,SW,Private University,NA,COED,MBUTPU,CSD,103000,147
